File,uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,Type_Adela,TypeNotes,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,PositionInTheLandscapeNotes,Prominence,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,ConditionNotes,PrincipalSourceOfImpact,PrincipalSourceOfImpactNote,OtherSourcesOfImpact,ArchaeologicalPotential,ArchaeologicalPotentialNotes,MostRecentDamageWhat,MostRecentDamageWhatNotes,MostRecentDamageWithin,MostRecentDamageWithinNotes,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
MoundsW1-20180918.csv,1000021536815962109,9663,Petra Janouchova,2018-09-13 05:19:29.524 GMT,Petra Janouchova,2018-09-13 06:06:50 GMT,9663,13 Sep,Petra Janouchova,Other,military concrete bunker under soil layer with concrete and brick arch (entrance)),Legacy verification,overgrown with spiky bushes modern but unused; entrances filled with soil with several small surrounding trenches,Scrub,ploughed field close by,Scrub,,Hilltop,,Super prominent,,42.18060817,26.69113478,4669875.424,474492.9641,3,22,169,Northeast,ext no 697,files/app/4bd9b96d-6853-45ec-8782-a485e741b047_image-1536816278880.original.jpg - files/app/ae12312c-49b9-47a6-8f14-4754af5c85fb_image-1536816260982.original.jpg,2,16,1.5,15,2x16,,,,No,,,0 - No observation,,Other,,military outpost; overgrown vegetation; animal burrows,4 - minimal,,Other,specify in Annotation),Unknown,,NA,"ext no 698, 699, 670 (ext photos: entrance, concrete slab)",files/app/2c49f7e1-d14f-4964-890d-93a3d1cf1771_image-1536816531111.original.jpg,POINT(474492.96415 4669875.424367)
MoundsW1-20180918.csv,1000021536817120025,9664,Petra Janouchova,2018-09-13 05:38:47.976 GMT,Petra Janouchova,2018-09-13 06:06:37 GMT,9664,13 Sep,Petra Janouchova,Burial Mound,,Legacy verification,mound soil lighter than the surrounding field;,Annual agriculture,,Annual agriculture,,Hilltop,,Super prominent,,42.1813202,26.69065696,4669954.625,474453.7916,3,23,172,North,ext no 702,files/app/921311e5-354e-46d3-863b-8f8808edb2ab_image-1536817459766.original.jpg - files/app/e915d6ed-1d6c-41ed-8601-1582da88c7df_image-1536817471254.original.jpg,1.5,30,1,25,,"round, flattened by annual agriculture - likely would have been taller",Artefact scatter - Loose artefacts,2 pottery fragments - possibly LIA but worn out/damaged,No,,files/app/cd14639b-316f-4a94-b13a-2a3139181639_image-1536817728971.original.jpg (ext no 706),4 - seriously damaged,,Agriculture,,,3 - impaired,,Agriculture,,Last year,,NA,,,POINT(474453.791559 4669954.62541)
MoundsW1-20180918.csv,1000031536817954185,8258,Adela Sobotkova,2018-09-13 05:52:44.450 GMT,Adela Sobotkova,2018-09-13 05:53:03 GMT,8258,13 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,elevation point on top of low mound. number 1956 on marker,Pasture,,Pasture,grassland,Upper slope,,High,,42.19856876,26.73641412,4671857.092,478238.4351,3,29,215,West,978,files/app/ff68cc34-5c69-4e2d-bd74-ddd9dd57977d_image-1536818025334.original.jpg,1.5,15,NA,NA,,,,,No,,,1 - pristine,minor condition due to geo marker,Animal activity,,,1 - full,,Animal activity,,Unknown,,NA,,,POINT(478238.435149 4671857.092161)
MoundsW1-20180918.csv,1000021536818287171,9665,Petra Janouchova,2018-09-13 05:58:25.230 GMT,Petra Janouchova,2018-09-13 05:58:25 GMT,9665,13 Sep,Petra Janouchova,Burial Mound,,Survey,pile of stones on top next to poss. RT;,Annual agriculture,,Scrub,,Hilltop,,Super prominent,,42.18074467,26.69058411,4669890.744,474447.5436,3,24,178,West,ext no 707,files/app/e4204b98-84df-47e7-846e-c90c6746877d_image-1536818769626.original.jpg,1.2,22,NA,20,,small; circular,,,No,,,3 - damaged,,Looting,,vegetation overgrowth,3 - impaired,,Other,specify in Annotation (overgrowth; looting),Unknown,,"01,rectangle,2.0,1.0,0.5,manually excavated shallow trench",ext no 708,files/app/88782de3-9cb2-44b6-87a9-09eccb47c77a_image-1536818695778.original.jpg - files/app/95ed8e72-5353-4319-9a98-0edc8f2a0b35_image-1536818672843.original.jpg,POINT(474447.543593 4669890.744317)
MoundsW1-20180918.csv,1000041536818725756,8519,Bara Weissova,2018-09-13 06:05:37.940 GMT,Bara Weissova,2018-09-13 06:05:37 GMT,8519,13 Sep,Bara Weissova,Burial Mound,,Legacy verification,geodetic point from 1956 lying N of the mound,Pasture,,Pasture,grassland,Hilltop,,Super prominent,,42.20506247,26.71619969,4672583.463,476571.9362,3,282,,East,,files/app/f86e77c3-9224-4199-90bd-946152cce9f7_image-1536819223686.original.jpg,5,35,4.5,30,,,,,No,,,3 - damaged,,Looting,,military activity - tank shelter (?),4 - minimal,,Looting,,Unknown,,"01,curved rectangle,10,4,2,manually excavated deep trench with top NW",,files/app/519cbed2-9c3c-4a10-894e-980462dfd95c_image-1536819062851.original.jpg - files/app/abb4f0c1-4fcb-4578-8ce7-d31700fe2cc9_image-1536819026901.original.jpg,POINT(476571.936178 4672583.4631)
MoundsW1-20180918.csv,1000071536818904528,9800,Elissa SinClair,2018-09-13 06:08:33.728 GMT,Elissa SinClair,2018-09-13 06:08:33 GMT,9800,13 Sep,Elissa SinClair,Surface Scatter,,Survey,"agricultural field between Popovo and Dabovo closest to Popovo, west of the northern tributaries",Annual agriculture,"agricultural fields, with Popovska river and associated forest forming southern boundary.",Annual agriculture,,Valley Bottom or Plain,bordered by river and creek on two sides - fluvial valley,Nil,,42.20390308,26.74773006,4672446.552,479174.4277,3,Popovo 1 - Popovo 8,,No Observation,047-057,,NA,NA,NA,NA,,,"Artefact scatter (ottoman glazed pottery, hand-made pottery sherds, modern building rubble)",dry harrowed field (8-15cm),Yes (Popovo 1),,,0 - No observation,,Agriculture,,,No observation,,Agriculture,,Unknown,,,,,POINT(479174.427697 4672446.551972)
MoundsW1-20180918.csv,1000031536819036554,8259,Adela Sobotkova,2018-09-13 06:10:41.803 GMT,Adela Sobotkova,2018-09-13 06:10:41 GMT,8259,13 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,cut out of South East part of mound with a small ditch off of that. flat platform where it has probably been cut off. definitely manmade,Pasture,pasture with a bit of scrub,Pasture,grassland,Hilltop,,Medium,,42.19716924,26.7398455,4671700.831,478521.2547,3,30,221,Northwest,984-985,files/app/508e3469-18b5-47bf-b37a-111993c3c408_image-1536819363196.original.jpg,1.4,15,NA,NA,,,,2m X 1.5 pit on South East part,No,,files/app/55d09a60-2a2b-4142-aa21-9608ff2df5e4_image-1536819835462.original.jpg,2 - minor damage,,Other,mound appears modified. top and southeast side sliced off.  military? someone cut the ground with no apparent purpose),,2 - good,,Other,specify in Annotation (modified by humans),Unknown,,NA,,,POINT(478521.254669 4671700.830547)
MoundsW1-20180918.csv,1000021536819114021,9666,Petra Janouchova,2018-09-13 06:12:09.155 GMT,Petra Janouchova,2018-09-13 06:12:09 GMT,9666,13 Sep,Petra Janouchova,Uncertain Feature,,Survey,double-ditch; two large military ditches side by side,Scrub,,Scrub,,Hilltop,,Super prominent,,42.18029938,26.691235,4669841.108,474501.1167,3,25,173,North,ext no 709,files/app/0339fbe6-508d-4b99-9973-554c8e32c2a3_image-1536819309784.original.jpg,1,16,0,8,area: 16x8x1,irregular rectangles,,,No,,,0 - No observation,,Other,,military activity,4 - minimal,,Other,specify in Annotation (military),Unknown,,NA,,,POINT(474501.116739 4669841.108145)
MoundsW1-20180918.csv,1000041536820536422,8520,Bara Weissova,2018-09-13 06:35:44.506 GMT,Bara Weissova,2018-09-13 06:35:44 GMT,8520,13 Sep,Bara Weissova,Burial Mound,,Legacy verification,entirely dug through by some animal,Pasture,,Pasture,grassland,Hilltop,,Super prominent,,42.206242,26.71527562,4672714.684,476496.0903,3,283,186,Southeast,,files/app/ed290925-4411-4fa0-9e46-a790f58f7e03_image-1536820886554.original.jpg,3.5,45,3,40,,,Loose artefacts,"rim, stones, mortar",Yes,,files/app/58406f5e-8090-45bd-92d0-4aae064bfa74_image-1536820642123.original.jpg,3 - damaged,,Animal activity,,,3 - impaired,,Animal activity,,Last week,,NA,seems some animal dug the mound through and already hit the grave based on loose artefacts in front of the hole in the North,files/app/2ec46f61-440a-4979-900a-7b2f7537ecb1_image-1536820689039.original.jpg - files/app/409ed54c-e148-46a1-995f-3dc294dfeb86_image-1536821035756.original.jpg,POINT(476496.09032 4672714.684269)
MoundsW1-20180918.csv,1000031536822346423,8260,Adela Sobotkova,2018-09-13 07:05:51.664 GMT,Adela Sobotkova,2018-09-13 07:06:01 GMT,8260,13 Sep,Adela Sobotkova,Surface Scatter,,Survey,"light scattering of AC, daub,
, tableware and Amphora fragments in an area of 30x30m between a 20m patch of grass/scrub and the dirt road on the way to mound #3 of the day,",Annual agriculture,,Pasture,grassland,Upper slope,,Low,,42.187331,26.74258632,4670607.778,478744.2454,3,31,226,Northwest,"988, ",files/app/98c8f020-f72b-4a61-915a-6ff80b70de3e_image-1536822684954.original.jpg,0,30,NA,NA,,"potential for further survey, this 30m is as far as we looked to the southwest",Artefact scatter,,Yes,Late Roman ( judging by Amphora handle) a,files/app/f74785ae-ac82-410d-89e9-ac0ca72af84e_image-1536823090837.original.jpg (ext #989),3 - damaged,,Agriculture,,,2 - good,,Agriculture,,Last week,,NA,,,POINT(478744.245379 4670607.777648)
MoundsW1-20180918.csv,1000041536822776975,8521,Bara Weissova,2018-09-13 07:13:05.566 GMT,Bara Weissova,2018-09-13 07:13:05 GMT,8521,13 Sep,Bara Weissova,Burial Mound,,Legacy verification,,Scrub,,Annual agriculture,,Valley Bottom or Plain,,High,,42.18879324,26.69787388,4670782.241,475052.7186,3,285,165,West,,files/app/a364b7e8-805c-46fc-bb57-a8f8dc1a0a70_image-1536823262306.original.jpg,2,45,1.5,40,,,,,No,,,3 - damaged,,Looting,,agriculture around,3 - impaired,,Looting,,Unknown,,"01,circle,3,2.5,0.5,manually excavated trench;02,elongated,3,1,0.3,manually excavated shallow trench (top to NE)",,files/app/6d9cc1b4-2d0d-44c9-8ceb-2ff2ede483a8_image-1536823534135.original.jpg,POINT(475052.718628 4670782.24126)
MoundsW1-20180918.csv,1000071536823499291,9801,Elissa SinClair,2018-09-13 07:25:03.515 GMT,Elissa SinClair,2018-09-13 07:25:03 GMT,9801,13 Sep,Elissa SinClair,Surface Scatter,,Survey,"agricultural field between Popovo and Dabovo central, between the two northern tributaries",Annual agriculture,"agricultural fields, with Popovska river and associated forest forming southern boundary, some shrub/forest on northern edge boundary between fields?",Annual agriculture,,Valley Bottom or Plain,bordered by river and creek on three sides - fluvial valley,Nil,,42.20361366,26.76148269,4672411.151,480309.6556,3,Popovo 10 - Popovo 12,,No Observation,058 - 063,,NA,NA,NA,NA,,,"Artefact scatter (some ottoman pottery towards western edge, primarily antique-period wheel-made pottery, and A/C)",dry harrowed field  (8-12cm deep),Yes (Popovo 2),,,0 - No observation,,Anthropogenic,,,No observation,,Agriculture,,Unknown,,,,,POINT(480309.65562 4672411.15095)
MoundsW1-20180918.csv,1000021536823839734,9667,Petra Janouchova,2018-09-13 07:30:57.437 GMT,Petra Janouchova,2018-09-13 07:30:57 GMT,9667,13 Sep,Petra Janouchova,Surface Scatter,,Survey,scattered pottery fragments some diagnostic pieces,Annual agriculture,,Annual agriculture,,Lower slope,,Low,,42.18412379,26.70656038,4670261.277,475768.2015,3,26,136,East,"ext no 717, 718",files/app/9808eee5-327b-4904-8e0b-77fa9aa209ea_image-1536824829956.original.jpg,0,500,NA,300,see external GPS for accurate dimensions,,Artefact scatter,"small stones, IA pottery fragments, amphora body fragment, Thracian grey ware fragment, fragments of large storage vessels, decorated pottery fragment (continuous bands of small incised pockmarks)",Yes,possibly Roman/IA,files/app/50bde695-5f52-44f9-9d1e-6611ed508706_image-1536824642796.original.jpg (ext no 716),0 - No observation,,Agriculture,,,2 - good,,Agriculture,,Last year,,NA,,,POINT(475768.20145 4670261.276509)
MoundsW1-20180918.csv,1000031536823915106,8261,Adela Sobotkova,2018-09-13 07:32:00.306 GMT,Adela Sobotkova,2018-09-13 07:32:00 GMT,8261,13 Sep,Adela Sobotkova,Burial Mound,,Survey,very low mound with a dirt road to the west of the mound,Annual agriculture,,Annual agriculture,with small patch of grass and stone,Upper slope,,Medium,,42.18703736,26.74575643,4670574.389,479005.9178,3,32,229,Northwest,"993, 994",files/app/96bee3f6-3e3d-4d08-a796-1062570b4a1b_image-1536824006569.original.jpg,0.5,20,NA,NA,,,Artefact scatter,red table ware daub and grey paste amphorae piece (storage vessel). Roman,No,,files/app/afae9eb8-e577-4968-897b-952d3d0329ce_image-1536824432377.original.jpg,4 - seriously damaged,,Agriculture,,,4 - minimal,,Agriculture,,Unknown,,NA,,,POINT(479005.917792 4670574.389102)
MoundsW1-20180918.csv,1000041536825649338,8522,Bara Weissova,2018-09-13 08:01:16.760 GMT,Bara Weissova,2018-09-13 08:01:16 GMT,8522,13 Sep,Bara Weissova,Other,,Legacy verification,geodetic point,Pasture,,Pasture,grassland,Valley Bottom or Plain,,Medium,,42.17783673,26.67483473,4669572.705,473145.6821,3,286,,Other,taken from top,files/app/2f961397-9a4b-48ea-b304-c985c9d7b242_image-1536825708078.original.jpg,0,0,NA,NA,,,,,No,,,0 - No observation,,No observation,,,No observation,,Not available,,No observation,,NA,,,POINT(473145.682051 4669572.705498)
MoundsW1-20180918.csv,1000021536826466883,9668,Petra Janouchova,2018-09-13 08:14:37.633 GMT,Petra Janouchova,2018-09-13 08:14:37 GMT,9668,13 Sep,Petra Janouchova,Burial Mound,,Legacy verification,"geodetic point present elevation not provided on map, scattered medium sized store",Scrub,,Scrub,,Hilltop,upper slope,High,,42.17918399,26.70365053,4669713.628,475526.0048,3,27,148,West,ext no 720; prominence facing NE ext no 721,files/app/ff09d858-5159-499b-86db-b4d05e77388f_image-1536826979054.original.jpg,2.5,20,2,16,,circular with raised point in centre (geodetic point),,,No,,,2 - minor damage,,Other,overgrown with scrub vegetation),looting - maybe,2 - good,,Looting,,Unknown,,"01,rectangle,2.0,1.0,0.5,manually excavated shallow trench with stones",,files/app/13c4da7f-08e4-4eb4-bf47-702544767cd2_image-1536826720280.original.jpg (ext no 723),POINT(475526.004815 4669713.62779)
MoundsW1-20180918.csv,1000031536826601232,8262,Adela Sobotkova,2018-09-13 08:16:46.420 GMT,Adela Sobotkova,2018-09-13 08:22:00 GMT,8262,13 Sep,Adela Sobotkova,Other,elevation point in field ),Legacy verification,elevation point in field with 1950 carved on it,Annual agriculture,,Annual agriculture,with slight grassland,Upper slope,,Medium,,42.19142893,26.75882221,4671058.864,480086.1997,3,32,208,West,995-998,files/app/4f1b1a0a-b40c-4790-b084-29a33162ecee_image-1536826856810.original.jpg,0,0,NA,NA,,,,,No,,,2 - minor damage,marker has been plowed out,Other,,,5 - none or nearly none,,Post-depositional,,Unknown,,NA,,,POINT(480086.199729 4671058.864139)
MoundsW1-20180918.csv,1000031536827436573,8263,Adela Sobotkova,2018-09-13 08:30:41.793 GMT,Adela Sobotkova,2018-09-13 08:30:41 GMT,8263,13 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,mound like feature likely caused by collapsed structure with overgrown trees and scrub that have protected it from agricultural damage. a lot of field stones with artist scatter in the harrowed field to the east of site,Annual agriculture,,Pasture,grassland,Lower slope,,Low,,42.19129107,26.75502479,4671044.45,479772.6065,3,33,191,West,999-60001,files/app/f8bfe872-3f38-40cc-a44e-98c3967ea69c_image-1536828193645.original.jpg,1,25,NA,NA,,,Artefact scatter,"architectural ceramics that are Roman looking bricks. coarse fabric storage ware, fine table ware. in some q cross section of a domestic assemblage. all found in the harrowed field, not in the scrub of the mound",No,,files/app/cfce7116-895f-441c-a76c-ee82f02b974b_image-1536827744083.original.jpg,1 - pristine,minimal damage from agriculture due to the scrub,Agriculture,,growth of trees and scrub,2 - good,,Agriculture,,Unknown,,NA,,,POINT(479772.606481 4671044.450278)
MoundsW1-20180918.csv,1000041536828330854,8523,Bara Weissova,2018-09-13 08:45:36.080 GMT,Bara Weissova,2018-09-13 08:45:36 GMT,8523,13 Sep,Bara Weissova,Extinct Burial Mound,,Legacy verification,weird concrete platform and other structures,Pasture,,Scrub,,Upper slope,,Medium,,42.16217677,26.68205737,4667831.695,473735.6993,3,287,145,North,,files/app/5ef97543-df4c-4c14-a78e-7951a86f2e5e_image-1536828511912.original.jpg,2,0,NA,NA,,,,concrete,No,,,5 - extinct or near extinct,,Construction,,looting - maybe,5 - none or nearly none,,Other,specify in Annotation (military activity),Unknown,,NA,,files/app/21267bfb-e718-4f4b-8975-68e6a05af103_image-1536828641577.original.jpg,POINT(473735.699341 4667831.695357)
MoundsW1-20180918.csv,1000021536828964716,9669,Petra Janouchova,2018-09-13 08:56:11.930 GMT,Petra Janouchova,2018-09-13 08:56:11 GMT,9669,13 Sep,Petra Janouchova,Burial Mound,,Legacy verification,geodetic point present; medium to large stones scattered; RTs present; Nenov-Bair,Scrub,,Scrub,,Hilltop,,Super prominent,,42.17544146,26.70220684,4669298.501,475405.3276,3,28,174.2,Northwest,"ext 725, 726",files/app/f485cc89-1545-4959-99a2-b2f0c576ff83_image-1536829628060.original.jpg,2,25,1.5,20,,,,,No,,,2 - minor damage,,Construction,,vegetation/scrub overgrowth,3 - impaired,,Other,specify in Annotation (vegetative overgrowth),Unknown,,"01,circle,2.0,2.0,0.3,manually excavated shallow trench overgrown with scrub and medium sized stones",,files/app/6e1373f3-3558-49b3-ba86-7153001cb5c3_image-1536829224779.original.jpg (ext no 724),POINT(475405.327598 4669298.500546)
MoundsW1-20180918.csv,1000041536829967821,8524,Bara Weissova,2018-09-13 09:12:55.740 GMT,Adela Sobotkova,2018-09-17 19:07:08 GMT,8524,13 Sep,Bara Weissova,Burial Mound,,Legacy verification,"wildly excavated from top, trenches all over the surface reaching 3meters, visible stratigraphy",Forest,,Scrub,,Upper slope,,High,,42.15612693,26.68164767,4667160.095,473699.35,3,288,152,North,,files/app/73e43d96-7357-40d0-a7b3-2f9444374e84_image-1536830389033.original.jpg,3.5,40,NA,NA,,,Loose artefacts,pottery,Yes,,,4 - seriously damaged,,Looting,,,4 - minimal,,Looting,,Last year,,"01,square,2,2.2,3,manually excavated deep trench;02,square,4,4,1.5, manually excavated trench;03,rectangle,5,8,1.3, manually excavated trench;04,circle,2(diameter),1.5, manually excavated trench (L shape, E and S dug out)",,files/app/476cfda0-22ad-4bef-bcf5-ddfe066475f9_image-1536830829090.original.jpg - files/app/95335c68-00ba-47f4-9930-a5336d8ef5be_image-1536830631432.original.jpg - files/app/da96d834-0e01-4a60-9097-4ab94197c516_image-1536831013008.original.jpg,POINT(473699.35003 4667160.095262)
MoundsW1-20180918.csv,1000021536830260464,9670,Petra Janouchova,2018-09-13 09:17:48.057 GMT,Petra Janouchova,2018-09-13 09:17:48 GMT,9670,13 Sep,Petra Janouchova,Burial Mound,,Legacy verification,Nanov-Bair; ext no 730 prominence facing NW towards 9662,Scrub,possible perennial agriculture - old ploughed lines,Scrub,,Hilltop,,Super prominent,,42.17576037,26.6990357,4669334.829,475143.549,3,29,173,Southwest,ext no 729,files/app/15f1f067-a783-49a4-b1ef-f1e5b2f17e0e_image-1536830925324.original.jpg,1,25,0.7,NA,,flatter and longer than traditional mound due to perennial agricultural land use,,,No,,,4 - seriously damaged,,Looting,,vegetation/scrub overgrowth,3 - impaired,,Other,specify in Annotation (scrub overgrowth),Unknown,,"01,curved rectangle,na,manually excavated deep trench overgrown with vegetation and small to medium sized stones",,files/app/2f203521-6480-4afd-8db8-0838f864ba89_image-1536830663523.original.jpg (ext no 728),POINT(475143.548972 4669334.829221)
MoundsW1-20180918.csv,1000031536831095614,8264,Adela Sobotkova,2018-09-13 09:31:43.437 GMT,Adela Sobotkova,2018-09-13 09:31:43 GMT,8264,13 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,mound with marker on top and covered with scrub. circulat trench modification in the middle of the mound that elevates the central point of the mound. in photos there is a clump of scrub that fills the circular trench,Pasture,,Pasture,grassland,Lower slope,,Medium,,42.19235391,26.76482865,4671160.182,480582.4288,3,34,201,North,60002-60005,files/app/2c4746a5-df80-45a4-997d-662b8450cafe_image-1536831461830.original.jpg,1.6,24,NA,NA,,,,,No,,,2 - minor damage,modification,Construction,marker on top of mound),geodetic marker,2 - good,,Infrastructure,,Unknown,,NA,,,POINT(480582.428768 4671160.182469)
MoundsW1-20180918.csv,1000031536832491376,8265,Adela Sobotkova,2018-09-13 09:54:56.636 GMT,Adela Sobotkova,2018-09-13 09:54:56 GMT,8265,13 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,"mound that has human modification that is from looting, agriculture and there is an elevation point in the trench on top of the mound and a second trench to the east side of the mound. field stones surrounding mound",Annual agriculture,,Scrub,,Upper slope,,Medium,,42.1960868,26.77001238,4671573.488,481011.5552,3,35,196,East,0006-0009,files/app/1a29c6f8-ca99-4606-ba47-c75f7370be44_image-1536832533381.original.jpg,1.5,15,NA,NA,,,,,No,,,3 - damaged,,Looting,,agriculture,3 - impaired,,Looting,,Unknown,,"01,rectilinear,3,1.5,0.5,manually excavated trench; 02,square,2,2,0.5,manually excavated trench (both are old and overgrown)",,,POINT(481011.555203 4671573.488385)
MoundsW1-20180918.csv,1000021536833320378,9671,Petra Janouchova,2018-09-13 10:09:07.087 GMT,Petra Janouchova,2018-09-13 10:09:07 GMT,9671,13 Sep,Petra Janouchova,Burial Mound,close to extinction),Legacy verification,Marinova-Mogila; completely destroyed by annual agriculture; slight raise in the ground indicating its presence,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,on the elevated part of the plain,High,when it was still a mound,42.16752154,26.71322013,4668416.018,476311.9586,3,30,182,West,ext 733,files/app/90b57c9c-0e5b-4ae6-a945-d2149e4909a9_image-1536833705919.original.jpg,0.3,20,0.2,NA,"flat, spread out",,Loose artefacts,"non-diagnostic pottery fragments, small to medium stones scattered; one fragment with broken handle (ext no 734)",No,,files/app/3d363ffd-b142-49a6-a300-2e732c935da4_image-1536833885875.original.jpg,5 - extinct or near extinct,,Agriculture,,,5 - none or nearly none,,Agriculture,,Last year,,NA,,,POINT(476311.958634 4668416.018432)
MoundsW1-20180918.csv,1000031536833579073,8266,Adela Sobotkova,2018-09-13 10:13:08.658 GMT,Adela Sobotkova,2018-09-13 10:13:08 GMT,8266,13 Sep,Adela Sobotkova,Other,could be excavated mound or a tank emplacement),Survey,deep depression in ground filled with scrub,Pasture,,Scrub,,Hilltop,,Low,,42.19568027,26.76999594,4671528.354,481010.0759,3,37,192,East,010-012,files/app/620faf97-7fb9-4881-a744-cbd6e9594ed9_image-1536833821009.original.jpg,0.7,6,NA,NA,,,,,No,,,4 - seriously damaged,,Other,,either military or excavation,4 - minimal,,Other,specify in Annotation (military or excavation),Unknown,,NA,,,POINT(481010.07589 4671528.354217)
MoundsW1-20180918.csv,1000031536834481447,8267,Adela Sobotkova,2018-09-13 10:28:06.648 GMT,Adela Sobotkova,2018-09-13 10:28:31 GMT,8267,13 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,marker on top of mound overlooking town to the north east. trench on middle of mound that creates a prominent spot for the marker to be placed,Pasture,,Pasture,grassland,Hilltop,,High,,42.19543309,26.77537695,4671499.725,481454.2791,3,38,182,East,24-25,files/app/b0d6ab2d-410d-4de9-8c0b-8fb3f6c01e9e_image-1536834513390.original.jpg,1,10,NA,NA,,,,,No,,,2 - minor damage,,Other,geographic marker),,2 - good,,Infrastructure,,Unknown,,NA,,,POINT(481454.279097 4671499.724743)
MoundsW1-20180918.csv,1000041536834533864,8525,Bara Weissova,2018-09-13 10:29:19.401 GMT,Bara Weissova,2018-09-13 10:29:19 GMT,8525,13 Sep,Bara Weissova,Extinct Burial Mound,,Legacy verification,grassy patch within a field,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,Medium,,42.16620352,26.75054395,4668259.99,479394.4841,3,292,221,South,,files/app/712f5e34-5978-4f1b-ba14-9f1dbafb949f_image-1536834702192.original.jpg,1,0,NA,NA,,,,large stones on the surface,No,,,5 - extinct or near extinct,,Looting,,agriculture,5 - none or nearly none,,Looting,,Unknown,,NA,,,POINT(479394.484053 4668259.990341)
MoundsW1-20180918.csv,1000041536835456867,8526,Bara Weissova,2018-09-13 10:44:22.084 GMT,Bara Weissova,2018-09-13 10:44:22 GMT,8526,13 Sep,Bara Weissova,Extinct Burial Mound,,Legacy verification,just within an embankment of an old water reservoir,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,High,,42.16984479,26.74260496,4668666.237,478739.9281,3,293,,Southwest,,files/app/88534941-291a-42c8-b42b-1cb772fa2bca_image-1536835561634.original.jpg,0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,,Construction,,,5 - none or nearly none,,Urban development,,Unknown,,NA,,files/app/aa57bfae-ccc4-49e6-bb16-77c736936061_image-1536835657981.original.jpg,POINT(478739.928122 4668666.236844)
MoundsW1-20180918.csv,1000021536839095890,9672,Petra Janouchova,2018-09-13 11:45:03.315 GMT,Petra Janouchova,2018-09-13 11:45:03 GMT,9672,13 Sep,Petra Janouchova,Burial Mound,,Legacy verification,Apostolovi-Mogila,Annual agriculture,,Annual agriculture,,Hilltop,,High,,42.15714676,26.72607341,4667260.597,477369.9451,3,31,183,West,ext 736,files/app/8256a0b8-c879-48c6-bc6e-cf771efd2a4a_image-1536839475207.original.jpg,1.5,30,1,NA,,"circular, relatively flat and spread out, would have had a higher prominence before agricultural land use",,,No,,,3 - damaged,,Agriculture,perennial agriculture),,3 - impaired,,Agriculture,previous agricultural land use),Unknown,,NA,,,POINT(477369.945122 4667260.597477)
MoundsW1-20180918.csv,1000021536839531813,9673,Petra Janouchova,2018-09-13 11:52:14.885 GMT,Petra Janouchova,2018-09-13 11:52:14 GMT,9673,13 Sep,Petra Janouchova,Burial Mound,,Legacy verification,ploughed lines present across mound,Annual agriculture,,Annual agriculture,,Hilltop,,High,,42.15731493,26.72571952,4667279.363,477340.7691,96,32,185,West,ext 737,files/app/5750d496-33f9-4355-b758-3cc6a59fe54c_image-1536839627957.original.jpg,0.5,19,0.3,NA,,"relatively flat, circular; spread out but agricultural land use",,,No,,,3 - damaged,,Agriculture,"perennial agriculture, ploughed lines)",,3 - impaired,,Agriculture,,Unknown,,NA,,,POINT(477340.769083 4667279.363031)
MoundsW1-20180918.csv,1000021536840474670,9674,Petra Janouchova,2018-09-13 12:08:25.446 GMT,Petra Janouchova,2018-09-13 12:08:25 GMT,9674,13 Sep,Petra Janouchova,Other,,Survey,"military tank embankment, 6 x 8 x 1 m, tank enclosure",Pasture,,Pasture,grassland,Upper slope,,Nil,,42.15857866,26.72290412,4667420.429,477108.6347,3,33,176,Southeast,ext 738,files/app/823d6843-5957-442e-a241-ae2801a70c4e_image-1536840528391.original.jpg,1,6,NA,8,,,,,No,,,0 - No observation,,Other,,military activity,5 - none or nearly none,,Agriculture,,Unknown,,,,,POINT(477108.634682 4667420.429223)
