"","uuid","identifier","createdBy","createdAtGMT","modifiedBy","modifiedAtGMT","MoundID","Date","BurialMoundAuthor","TypeClean","Type Note","Source","DescriptionOfMoundOrLocale","LanduseAroundMound","LanduseAroundMoundNote","LanduseOnTopOfMound","LanduseOnTopOfMoundNote","PositionInTheLandscape","MoundProminence","Latitude","Longitude","Northing","Easting","Accuracy","HandheldGPSPoint","Elevation","FacingDirectionForPhoto","NotesAndPhotoID","Photo","HeightMax","DiameterMax","HeightMin","DiameterMin","OtherDimension","ShapeNotes","AssociatedFeatureOrMaterial","SurfaceMaterialDescription","SampleCollected","ChronologyEstimate","AssociatedFeatureOrMaterialPhoto","Condition","PrincipalSourceOfImpact","OtherSourcesOfImpact","ArchaeologicalPotential","MostRecentDamageWhat","MostRecentDamageWhat 2","MostRecentDamageWithin","MostRecentDamageWithin 2","RTDescription","CommentsAndRecommendations","CRMPhotos","geospatialcolumn"
"77",1000081663247082112,9842,"Matilde Jensen","2022-09-15 13:04:47.165 GMT","Matilde Jensen",2022-09-15 13:06:53,9842,"15 Sep","Matilde Jensen","Other","Geodetic point)","Legacy verification","big geodetic marker in a ploughed field on the northern side of the hilltop.","Annual agriculture",NA,"Scrub",NA,"Upper slope","Medium",42.1799616666667,26.6303466666667,4669823.60045609,469472.578534352,1.5,"022","175","Southwest","0059 to 0060","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9842_1.jpg''}}",1,"7",NA,"4",NA,"oval",NA,"none","No",NA,NA,"1 - pristine","Other (geodetic marker )",NA,"No observation","Unknown",NA,"Unknown",NA,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9842_1.jpg''}}","POINT(469472.578534 4669823.600456)"
"78",1000081663247601280,9843,"Matilde Jensen","2022-09-15 13:13:24.024 GMT","Matilde Jensen",2022-09-15 13:16:41,9843,"15 Sep","Matilde Jensen","Other","military structure )","Survey","military structure in bad condition. big hole in the middle of the structure. located in a field with scrub in the structure.","Annual agriculture",NA,"Scrub",NA,"Lower slope","Low",42.1795183333333,26.6298266666667,4669774.56218127,469429.42129123,1.5,"022","173","North","0060 to 0061","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9843_1.jpg''}}",0,"6",NA,"4",NA,NA,NA,"none","No",NA,NA,"5 - extinct or near extinct","Other (Collapsed and poorly made)",NA,"5 - none or nearly none","Unknown",NA,"Unknown",NA,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9843_1.jpg''}}","POINT(469429.421291 4669774.562181)"
"79",1000031663306122880,8607,"Verka Dolezalkova","2022-09-16 05:28:48.129 GMT","Verka Dolezalkova",2022-09-16 05:30:10,8607,"16 Sep","Verka Dolezalkova","Burial Mound",NA,"Legacy verification","2km north from Turkish border","Pasture","grassland","Pasture","grassland","Lower slope","Medium",41.9795916666667,26.5916166666667,4647590.96198818,466167.828321998,1.1,"039",NA,"West","071","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8607_1.jpg''}}",1,"30",NA,NA,NA,NA,NA,NA,"No",NA,NA,"3 - damaged","Looting","animals","4 - minimal","Looting",NA,"Unknown",NA,"round old RT, possibly a military structure,  tank embankment. 3m south from the mound,down the slope, overgrown, 2m in diameter. lots of small overgrown holes",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8607_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8607_2.jpg''}}","POINT(466167.828322 4647590.961988)"
"80",1000031663308432000,8608,"Verka Dolezalkova","2022-09-16 06:07:17.250 GMT","Verka Dolezalkova",2022-09-16 06:08:51,8608,"16 Sep","Verka Dolezalkova","Extinct Burial Mound",NA,"Legacy verification","ploughed around, on the east side of the road","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","Nil",41.9858683333333,26.5948383333333,4648286.58544606,466438.021475334,1.4,"040",NA,"West","073","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8608_1.jpg''}}",0.3,"15",NA,NA,NA,NA,NA,NA,"No",NA,NA,"5 - extinct or near extinct","Agriculture",NA,"4 - minimal","Agriculture",NA,"Last month",NA,NA,"ploughed all over",NA,"POINT(466438.021475 4648286.585446)"
"81",1000061663308586112,9844,"Mathias Kaas","2022-09-16 06:09:51.306 GMT","Mathias Kaas",2022-09-16 06:15:28,9844,"16 Sep","Mathias Kaas","Extinct Burial Mound",NA,"Legacy verification","nothing to see around point of the burial mound, there is a dirtroad 20 m to the southwest and a karst to the northwest of the extinct burial mound.","Scrub",NA,"Scrub",NA,"Upper slope","Nil",42.006215,26.53849,4650569.27463503,461782.515047574,1.2,"024","300","Northwest","DSC_0002","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9844_1.jpg''}}",0,"0",NA,NA,"extinct",NA,NA,"none","No",NA,NA,"5 - extinct or near extinct","Agriculture",NA,"5 - none or nearly none","Agriculture",NA,"Unknown",NA,NA,NA,NA,"POINT(461782.515048 4650569.274635)"
"82",1000061663309961600,9845,"Mathias Kaas","2022-09-16 06:32:46.902 GMT","Mathias Kaas",2022-09-16 06:39:10,9845,"16 Sep","Mathias Kaas","Other","Military structure )","Legacy verification","the military structure is 10 m from a dirtroad to the southwest. Structure is concrete and semi round.","Pasture","grassland","Pasture","grassland","Upper slope","Medium",41.9991516666667,26.5453083333333,4649782.01668818,462342.975459501,1.2,"025","318","Northeast","DSC 004 to DSC 006","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9845_1.jpg''}}",1.7,"15",NA,"12","the concrete structure is 5x5 m.","shape of the concrete structure is semi circular",NA,"none","No",NA,NA,"2 - minor damage","Erosion",NA,"2 - good","Other","specify in Annotation) (natural )","Unknown",NA,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9845_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9845_2.jpg''}}","POINT(462342.97546 4649782.016688)"
"83",1000031663310185984,8609,"Verka Dolezalkova","2022-09-16 06:36:35.309 GMT","Verka Dolezalkova",2022-09-16 06:36:45,8609,"16 Sep","Verka Dolezalkova","Other",NA,"Legacy verification","military bunker, observation","Pasture","grassland","Pasture","grassland","Hilltop","Super prominent",41.9931366666667,26.60685,4649088.94366646,467436.726346186,1.3,"041",NA,"Northwest","074","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8609_1.jpg''}}",3,"38",NA,NA,NA,NA,"Other","concrete structure","No","modern/soviet",NA,"0 - No observation","Construction",NA,"5 - none or nearly none","Infrastructure",NA,"Unknown",NA,NA,"there could be a mound before, but","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8609_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8609_2.jpg''}}","POINT(467436.726346 4649088.943666)"
"84",1000031663313064320,8610,"Verka Dolezalkova","2022-09-16 07:24:31.562 GMT","Verka Dolezalkova",2022-09-16 07:25:00,8610,"16 Sep","Verka Dolezalkova","Burial Mound",NA,"Legacy verification","prominent hilltop east of Lesovo","Pasture","grassland","Pasture","grassland","Hilltop","Super prominent",41.9999983333333,26.62188,4649845.18209847,468684.975998107,1.3,"042",NA,"East","079","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8610_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8610_2.jpg''}}",2.5,"45",NA,NA,NA,NA,NA,NA,"No",NA,NA,"2 - minor damage","Post-depositional",NA,"3 - impaired","Animal activity",NA,"Unknown",NA,"if there were any, they are not visible, only small overgrown animal burrows
",NA,NA,"POINT(468684.975998 4649845.182098)"
"85",1000061663313642496,9846,"Mathias Kaas","2022-09-16 07:34:07.745 GMT","Mathias Kaas",2022-09-16 07:51:01,9846,"16 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","big mound west of the road.","Scrub",NA,"Scrub",NA,"Hilltop","Super prominent",42.030715,26.5716316666667,4653275.23555206,464540.584381144,0.9,"026","278","Northeast","DSC_0007 TO DSC_00012","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9846_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9846_2.jpg''}}",2.5,"18",NA,NA,NA,"round",NA,"none","No",NA,NA,"3 - damaged","Looting",NA,"3 - impaired","Looting",NA,"Unknown",NA,"01: 4x6 m and 1 m deep. on top of the mound, machine excavated and oval shape

02: 3x2 m and 2 m height. on the southwest of the mound. manually excavated. rectangular shape",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9846_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9846_2.jpg''}}","POINT(464540.584381 4653275.235552)"
"86",1000061663318623744,9847,"Mathias Kaas","2022-09-16 08:57:08.873 GMT","Mathias Kaas",2022-09-16 08:58:43,9847,"16 Sep","Mathias Kaas","Burial Mound?",NA,"Legacy verification","located inside of a lot of trees. from south it is lower and after you get to the top it is a higher slope and more steep to the closeby  river.","Pasture","grassland","Forest",NA,"Lower slope","Low",42.0328483333333,26.584475,4653506.85698528,465604.880238391,1.4,"027","218","North","DNC_0013","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9847_1.jpg''}}",3,"15",NA,"10",NA,"round shape,",NA,"none","No",NA,NA,"2 - minor damage","Agriculture",NA,"4 - minimal","Agriculture",NA,"Unknown",NA,NA,NA,NA,"POINT(465604.880238 4653506.856985)"
"87",1000031663320472576,8611,"Verka Dolezalkova","2022-09-16 09:27:57.753 GMT","Verka Dolezalkova",2022-09-16 09:31:04,8611,"16 Sep","Verka Dolezalkova","Uncertain Feature","Adela 27 Dec: Extinct Burial Mound?","Legacy verification","possibly an extinct mound or a military trench","Scrub",NA,"Pasture","grassland","Hilltop","Nil",42.0164666666667,26.6091866666667,4651678.36955235,467642.088592741,1.2,"043",NA,"Northwest","180","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8611_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8611_2.jpg''}}",0.5,"20",NA,NA,NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","Construction","military trench goes directly through an uncertain mound,  possibly a military embankment, possibly completely damaged mound.","4 - minimal","Other","specify in Annotation)","Unknown",NA,"1 long trench going through the whole hill in NE direction, 1.2m wide",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8611_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8611_2.jpg''}}","POINT(467642.088593 4651678.369552)"
"88",1000091663324906240,8753,"Sara Vejrup","2022-09-16 10:41:51.474 GMT","Sara Vejrup",2022-09-16 10:50:04,8753,"16 Sep","Sara Vejrup","Burial Mound",NA,"Legacy verification","Mound on a ridge, southeast from Malomirovo village above river  . a low map mound. No RT but military trench to the north","Annual agriculture",NA,"Scrub",NA,"Hilltop","Super prominent",42.1243716666667,26.650435,4663644.33899988,471106.281719364,1.3,"021",NA,"West","172-174","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8753_1.jpg''}}",3,"30",2.2,NA,NA,NA,"Standing features in vicinity","2 military trench, one y shaped and one  and mabey a RT to the  north","No",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8753_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8753_2.jpg''}}","2 - minor damage","Animal activity",NA,"2 - good","Animal activity",NA,"Last week",NA,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8753_1.jpg''}}","POINT(471106.281719 4663644.339)"
"89",1000061663325641216,9848,"Mathias Kaas","2022-09-16 10:54:04.076 GMT","Joel Sercombe",2022-09-21 10:59:19,9848,"16 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","mound in the middle of ploughed field. in the start of the mound a small forrest begins. a stone marker (triangular point?) on top of the mound.","Scrub",NA,"Forest",NA,"Upper slope","Medium",42.0586016666667,26.5757583333333,4656369.79156426,464897.535722648,1.5,"028","237","North","DSC_0016","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9848_1.jpg''}}",4.5,"35",NA,NA,NA,"round",NA,"none","No",NA,NA,"2 - minor damage","Erosion",NA,"2 - good","Agriculture",NA,"Last week",NA,NA,NA,NA,"POINT(464897.535723 4656369.791564)"
"90",1000031663327028736,8612,"Verka Dolezalkova","2022-09-16 11:17:47.610 GMT","Verka Dolezalkova",2022-09-16 11:28:16,8612,"16 Sep","Verka Dolezalkova","Burial Mound",NA,"Legacy verification","ploughed large  mound in the middle of the  ploughed field","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","Super prominent",42.0073883333333,26.602445,4650672.97839297,467079.221382968,1.3,"044",NA,"North","084","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8612_1.jpg''}}",6,"50",5,NA,NA,"large prominent mound,","Artefact scatter","one sherd found at the foot of the mound, small crumbled white stones all over the top of mound","No",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8612_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8612_2.jpg''}}","3 - damaged","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,NA,NA,NA,"POINT(467079.221383 4650672.978393)"
"91",1000091663327338752,8754,"Sara Vejrup","2022-09-16 11:22:23.842 GMT","Sara Vejrup",2022-09-16 11:23:30,8754,"16 Sep","Sara Vejrup","Other","tank implacement, military feature )","Survey","a military feature 20m north of mound with an associate chicken foot trench","Scrub",NA,"Pasture","grassland","Upper slope","Medium",42.1249133333333,26.6503333333333,4663704.51544869,471098.124518846,1.2,"022",NA,"South","108-0177","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8754_1.jpg''}}",2.5,"8",NA,NA,NA,"8 x 4 x 2,5",NA,NA,"No",NA,NA,"0 - No observation","Other","military","No observation","Infrastructure",NA,"Unknown",NA,NA,NA,NA,"POINT(471098.124519 4663704.515449)"
"92",1000041663412954368,9746,"Todor  Valchev","2022-09-17 11:09:19.644 GMT","Adela Sobotkova",2022-09-17 18:00:58,9746,"17 Sep","Todor  Valchev","Burial Mound",NA,"Survey","in the village 
","Urban","in a settlement or surrounded by infrastructure","Pasture","grassland","Upper slope","High",42.1421216666667,26.6453416666667,4665616.88632154,470693.469590814,1.4,NA,NA,"South",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9746_1.jpg''}}",4,"40",NA,NA,NA,NA,NA,NA,"No",NA,NA,"1 - pristine","No observation",NA,"1 - full","No observation",NA,"Not relevant",NA,NA,NA,NA,"POINT(470693.469591 4665616.886322)"
"93",1000061663565291648,8614,"Mathias Kaas","2022-09-19 05:28:19.334 GMT","Mathias Kaas",2022-09-19 05:33:07,8614,"19 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","Round mound. east of the Valja Polyana village.","Pasture","grassland","Pasture","grassland","Upper slope","High",42.007835,26.684625,4650694.23711913,473884.582899453,1.4,"045",NA,"South","088","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8614_1.jpg''}}",3,"22",NA,NA,NA,NA,NA,"none","No",NA,NA,"2 - minor damage","Animal activity",NA,"3 - impaired","Animal activity",NA,"Last year",NA,"Densely overgrown with grass, no RT''s.",NA,NA,"POINT(473884.582899 4650694.237119)"
"94",1000101663565364736,9849,"Angel Grigorov","2022-09-19 05:29:30.142 GMT","Angel Grigorov",2022-09-19 05:44:07,9849,"19 Sep","Angel Grigorov","Burial Mound",NA,"Legacy verification","A small mound located on the lower top of a hill. The sorraunding ground is ploughed field with low density of threes. The mound is also ploughed and this is the reason it is so flatty.","Annual agriculture",NA,"Annual agriculture",NA,"Lower slope","High",42.0508716666667,26.5797566666667,4655509.89463185,465224.148374177,1.4,"030","217","West","DSC_0001 to 0004","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9849_1.jpg''}}",2,"30",1.5,NA,NA,"Round",NA,"none","No",NA,NA,"2 - minor damage","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,NA,NA,NA,"POINT(465224.148374 4655509.894632)"
"95",1000021663565404416,8755,"Adela Sobotkova","2022-09-19 05:30:09.796 GMT","Adela Sobotkova",2022-09-19 05:31:28,8755,"19 Sep","Adela Sobotkova","Burial Mound?",NA,"Survey","low stony mound on a ridge in a forest east of the hunting lodge. hidden in the forest but visible and accessible from the north. stones are basketball size. it could be an outcrop of stone, but it is a different color than the bedrock.","Forest",NA,"Scrub","grassy clearing in the forest","Hilltop","Medium",42.01385,26.761775,4651341.42234197,480275.04492142,1.2,"23","457","Northwest","180","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8755_1.jpg''}}",0.6,"12",NA,NA,NA,"oval or slightly irregular",NA,NA,"No","none",NA,"2 - minor damage","Post-depositional","none","2 - good","Post-depositional",NA,"Unknown",NA,"none",NA,NA,"POINT(480275.044921 4651341.422342)"
"96",1000061663566036992,8615,"Mathias Kaas","2022-09-19 05:40:42.228 GMT","Mathias Kaas",2022-09-19 05:41:10,8615,"19 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","Round mound. Southeast of the Valcha Polya village","Pasture","grassland","Scrub",NA,"Upper slope","High",42.004675,26.68627,4650342.88451529,474019.515733431,1.1,"046",NA,"Northwest","090","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8615_1.jpg''}}",2.5,"20",NA,NA,NA,NA,NA,"loose white stones on the top of the mound.","No",NA,NA,"3 - damaged","Looting",NA,"3 - impaired","Looting",NA,"Unknown",NA,"1: large round rt on top of the mound impossible to trace the exact border.Sleigh overgrown. Roughly 2 m in diameter",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8615_1.jpg''}}","POINT(474019.515733 4650342.884515)"
"97",1000101663566820992,9850,"Angel Grigorov","2022-09-19 05:53:46.103 GMT","Angel Grigorov",2022-09-19 06:00:53,9850,"19 Sep","Angel Grigorov","Burial Mound",NA,"Legacy verification","A small mound located on the lower top of a hill. The sorraunding ground is ploughed field with low density of threes. The mound is also ploughed and this is the reason it is so flatty.","Annual agriculture",NA,"Annual agriculture",NA,"Lower slope","High",42.0506,26.57921,4655479.95382634,465178.762314558,1.2,"031","217","West","0005 to 0007","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9850_1.jpg''}}",2,"30",2.5,NA,NA,"Roun",NA,"none","No",NA,NA,"2 - minor damage","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,NA,NA,NA,"POINT(465178.762315 4655479.953826)"
"98",1000021663566846848,8756,"Adela Sobotkova","2022-09-19 05:54:12.125 GMT","Adela Sobotkova",2022-09-19 05:56:52,8756,"19 Sep","Adela Sobotkova","Burial Mound?",NA,"Survey","25. m north of 8755, low stony mound in a forest, hard to find with low visibility. closer to the road than 8755, but uncertain. full grown trees with an old RT and a stone circle on top.","Forest",NA,"Forest",NA,"Hilltop","Low",42.01389,26.7621033333333,4651345.78790794,480302.243176963,1.3,"24","458","Northwest","186, 189.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8756_1.jpg''}}",0.5,"10",NA,NA,NA,"roundish.",NA,"stones arranged into a circle. embedded in soil. basketball sized","No",NA,NA,"3 - damaged","Looting?","trees growing.","3 - impaired","Looting?",NA,"Unknown",NA,"1,round,3,0.2,manual and overgrown",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8756_1.jpg''}}","POINT(480302.243177 4651345.787908)"
"99",1000121663566871680,9747,"Joel Sercombe","2022-09-19 05:54:36.851 GMT","Joel Sercombe",2022-09-19 05:56:44,9747,"19 Sep","Joel Sercombe","Surface Scatter",NA,"Survey","North West of Malomirovo","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","Medium",42.1432133333333,26.6315983333333,4665742.90425763,469558.336232743,10.3,"003",NA,"East",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9747_1.jpg''}}",0,"120",NA,NA,"120m x 90m",NA,"Artefact scatter - Other (Human tooth of uncertain age)","Chaff and straw left over from agriculture","Yes","Roman","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9747_1.jpg''}}","2 - minor damage","Agriculture",NA,"2 - good","Agriculture",NA,"Last month",NA,"N/A",NA,NA,"POINT(469558.336233 4665742.904258)"
"100",1000101663568173824,9851,"Angel Grigorov","2022-09-19 06:16:19.006 GMT","Angel Grigorov",2022-09-19 14:08:21,9851,"19 Sep","Angel Grigorov","Surface Scatter",NA,"Survey","In the ploughed field with good visibility, east from the mounds ID 9849 and 9850 we found a ceramic sherds spread all around the field.","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","High",42.051525,26.5815583333333,4655581.70345715,465373.594481869,1.2,"032","229","Southwest","The photos are taken from the NE Hill across the stream
0009","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9851_1.jpg''}}",0,"0",NA,NA,"Unknown","Unknown","Artefact scatter","Bricks, rooftiles, ceramic for everyday use
photo ID: 0010 to 0012","Yes",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9851_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9851_2.jpg''}}","3 - damaged","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,NA,NA,NA,"POINT(465373.594482 4655581.703457)"
"101",1000061663568319360,8616,"Mathias Kaas","2022-09-19 06:18:44.536 GMT","Mathias Kaas",2022-09-19 06:19:34,8616,"19 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","South of the Valcha Polyana village","Pasture","grassland","Pasture","grassland","Hilltop","High",42.0009683333333,26.680655,4649933.0557686,473552.993113966,0.8,"047",NA,"West","094","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8616_1.jpg''}}",2,"22",NA,NA,NA,NA,NA,"none","No",NA,NA,"3 - damaged","Animal activity",NA,"3 - impaired","Animal activity",NA,"Last year",NA,"No visible but still damaged",NA,NA,"POINT(473552.993114 4649933.055769)"
"102",1000021663570207872,8757,"Adela Sobotkova","2022-09-19 06:50:13.123 GMT","Adela Sobotkova",2022-09-19 06:52:24,8757,"19 Sep","Adela Sobotkova","Extinct Burial Mound",NA,"Legacy verification","20m. Northwest of barbed wire fence, 1 km. northeast of the hunting lodge. in a small clearing in the forest, surrounded by trees and patchy scrub with some clearings, but with no obvious mound.","Forest",NA,"Forest",NA,"Hilltop","Low",42.01322,26.7693,4651269.76739954,480897.924409821,1.4,"25","476","North","192","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8757_1.jpg''}}",0,"0",NA,NA,NA,"none",NA,"no material","No",NA,NA,"5 - extinct or near extinct","Other (specify in Annotation) (Mound is not here, but we were unable to establish the reason why.)","unknown","5 - none or nearly none","Unknown",NA,"Unknown",NA,"nonevisible","none",NA,"POINT(480897.92441 4651269.7674)"
"103",1000061663570213632,8617,"Mathias Kaas","2022-09-19 06:50:21.229 GMT","Mathias Kaas",2022-09-19 06:50:35,8617,"19 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","North and west slope of the mound is inaccessible, only accessible from the south. Situated of the nort side of the road leading from Valcha Polyana to Golyam Dervent. Local toponym Madzharova mogila","Scrub",NA,"Forest",NA,"Upper slope","Low",42.000355,26.7208816666667,4649853.31567681,476884.202315955,0.9,"048",NA,"North","096","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8617_1.jpg''}}",1.7,"22",NA,NA,NA,NA,NA,"Loose stones on the top of the mound. Possibly pulled out of RT","No",NA,NA,"3 - damaged","Looting",NA,"3 - impaired","Looting",NA,"Unknown",NA,"1:  large shallow oval RT on the top of the mound. overgrown. impossible to see exact borders and there are trees on the top",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8617_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8617_2.jpg''}}","POINT(476884.202316 4649853.315677)"
"104",1000061663571736576,8618,"Mathias Kaas","2022-09-19 07:15:43.633 GMT","Mathias Kaas",2022-09-19 07:15:54,8618,"19 Sep","Mathias Kaas","Burial Mound",NA,"Legacy verification","South of the road leading to Golyam Dervent village. Grey stones both on top and around the mound.","Pasture","grassland","Forest",NA,"Upper slope","High",41.99583,26.7280016666667,4649349.01205593,477472.265362344,1.3,"049",NA,"West","100","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8618_1.jpg''}}",1.5,"28",NA,NA,NA,NA,NA,"Loose stones pulled from the RT''s.","No",NA,NA,"4 - seriously damaged","Looting",NA,"3 - impaired","Looting",NA,"Unknown",NA,"1:2x4 m roughly rectangular. Situated in east-west direction. This is probably the youngest.

2: 1.5x2 m. Situated closer to the top and is roughly oval. More overgrown than 1 and harder to trace the borders.

3: on the top of the mound. Very overgrown and impossible to trace the borders. This is the oldest. Forrest on top.",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8618_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8618_2.jpg''}}","POINT(477472.265362 4649349.012056)"
"105",1000021663573344512,8758,"Adela Sobotkova","2022-09-19 07:42:34.275 GMT","Adela Sobotkova",2022-09-19 07:44:55,8758,"19 Sep","Adela Sobotkova","Burial Mound?",NA,"Survey","top of ridge between feature 8757 and the babini gniezda mound, unexpected and possibly not a mound but comprises a pile of stones with a central round RT. basketball sized stones.","Pasture","grassland","Pasture","grassland","Hilltop","High",42.0081233333333,26.7704566666667,4650703.63134614,480992.179754644,1.1,"26","493","Southeast","194","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8758_1.jpg''}}",0.8,"10",0.6,NA,NA,NA,NA,"nothing. modern bricks around the trench, pile of stones atop the mound","No","none",NA,"3 - damaged","Looting","none","3 - impaired","Looting","age of the RT unknown, pretty old)","Unknown",NA,"1,round,3,0.4, stony with excavated pile of stone on top of the mound",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8758_1.jpg''}}","POINT(480992.179755 4650703.631346)"
