uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000031663058775149,8585,Verka Dolezalkova,2022-09-13 08:46:36.580 GMT,Verka Dolezalkova,2022-09-13T08:46:36Z,8585,13 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,damaged burial mound,Forest,,Forest,,Lower slope,Medium,42.107510000000005,26.587056666666665,4661795.545959456,465858.6111598652,1.5,016,,North,005-008,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8585_1.jpg''}}",1.5,18,NA,NA,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Other,,"1RT, 3x2m, 0.5m deep",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8585_1.jpg''}}",POINT(465858.61116 4661795.545959)
1000031663060641263,8586,Verka Dolezalkova,2022-09-13 09:17:26.449 GMT,Verka Dolezalkova,2022-09-13T09:19:47Z,8586,13 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,large mound with deep RT on the top,Forest,,Forest,,Lower slope,Medium,42.10756833333333,26.58729166666667,4661801.928911994,465878.0718412589,1.4,017,,East,009-012,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8586_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8586_2.jpg''}}",4,36,NA,NA,,,,,No,,,3 - damaged,Looting,animal burrows,3 - impaired,Looting,,Last year,,"1RT, irregular, all the top of the mound was damaged by looters, crumbled white stone scatterd all over the mound, 1.6 deep, 8m max length",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8586_1.jpg''}}",POINT(465878.071841 4661801.928912)
1000031663062553599,8587,Verka Dolezalkova,2022-09-13 09:49:18.793 GMT,Verka Dolezalkova,2022-09-13T09:50:11Z,8587,13 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,"no mound, nothing in the field, all ploughed",Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.108325,26.587445000000002,4661885.881335222,465891.1548018736,1.3,018,,No Observation,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8587_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8587_2.jpg''}}",0,0,NA,NA,,,,,No,,,0 - No observation,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(465891.154802 4661885.881335)
1000081663062752867,9828,Matilde Jensen,2022-09-13 09:52:38.070 GMT,Matilde Jensen,2022-09-13T09:53:48Z,9828,13 Sep,Matilde Jensen,Uncertain Feature,Adela 27 Dec: Extinct Burial Mound?,Legacy verification,Uncertain positive feature. Black triangle map point. Has a geodetic point on top. located in a forest north of the village Chernozem and marked by a stone crepsis going all the way around naturally occurring. on top of the uncertain feature there is a treasure hunter hole probably older than one year,Forest,,Pasture,grassland,Upper slope,High,42.11801333333333,26.602666666666664,4662955.625670638,467154.6425575317,1.4,005,,Northeast,Difficulty taking pictures due to the forest ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9828_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9828_2a.jpg''}}",2.5,14,NA,NA,,round,Stone wall (krepis) - Artefact scatter,"Lot of big stones and some pottery artefacts as well. Dating of the pottery is uncertain, but the colour ",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_2a.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_3a.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9828_4a.jpg''}}",3 - damaged,Looting (Probably treasure hunters trench),,4 - minimal,Looting,,Other,Might be more than one year ago),"01,round,3m,1.1-1.2m,manually excavated",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9828_1a.jpg''}}",POINT(467154.642558 4662955.625671)
1000031663062901704,8588,Verka Dolezalkova,2022-09-13 09:55:32.277 GMT,Verka Dolezalkova,2022-09-13T09:55:32Z,8588,13 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,flat mound annually ploughed ,Annual agriculture,,Annual agriculture,,Upper slope,Low,42.107935,26.587058333333335,4661842.733571433,465858.97700371896,1.2,019,,East,0913-0914,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8588_1.jpg''}}",0.5,25,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,annually ploughed ,3 - impaired,Agriculture,,Last year,,,,,POINT(465858.977004 4661842.733571)
1000031663063737053,8589,Verka Dolezalkova,2022-09-13 10:09:02.200 GMT,Verka Dolezalkova,2022-09-13T10:09:42Z,8589,13 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,"ploughed field, no mound observed, no artifact scatter",Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.108084999999996,26.58552166666667,4661860.00338913,465732.0096623045,1.2,020,,No Observation,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8589_1.jpg''}}",0,0,NA,NA,,,,,No,,,0 - No observation,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(465732.009662 4661860.003389)
1000031663064171931,8590,Verka Dolezalkova,2022-09-13 10:16:31.035 GMT,Verka Dolezalkova,2022-09-13T10:17:10Z,8590,13 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,tall mound with large RTs,Forest,,Forest,,Lower slope,Low,42.107546666666664,26.586595000000003,4661799.801671167,465820.46104475134,1.3,021,,North,015-021,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8590_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8590_2.jpg''}}",2.5,20,NA,NA,,,,,No,,,4 - seriously damaged,Looting,animal burrows ,3 - impaired,Looting,,Unknown,,"1RT oval, 1.5m deep, 2 m in diameter, 2RT rectangular 
2RT square,  shallow, older than RT1, 0.3m deep, 1.5m side",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8590_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8590_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8590_3.jpg''}}",POINT(465820.461045 4661799.801671)
1000091663073780429,9744,Sara Vejrup,2022-09-13 12:56:25.590 GMT,Sara Vejrup,2022-09-13T12:56:38Z,9744,13 Sep,Sara Vejrup,Surface Scatter,,Survey,,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.13696166666667,26.636768333333332,4665046.940249427,469982.5902651601,1.5,001,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9744_1.jpg''}}",0.5,90,NA,NA,,,Artefact scatter,,Yes,"iron age, roman age, oftoman period ",,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(469982.590265 4665046.940249)
1000081663133206746,8742,Matilde Jensen,2022-09-14 05:26:53.798 GMT,Matilde Jensen,2022-09-14T05:35:40Z,8742,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,"irregular sprawling mound next to the road going south of the village Granitovo. Hard to see Low mound located just nextto a road in a Scrubby patch. Maybe excavated and refilled. Disturbed surface, recent RT",Scrub,,Pasture,grassland,Valley Bottom or Plain,Nil,42.12485,26.53320666666667,4663743.751199401,461416.90297125187,1.4,010,,East,50-64,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8742_1.jpg''}}",1.8,40,NA,30,,Irregular oblong shape and surface not even.,,,No,,,3 - damaged,Looting,Excavated? ,3 - impaired,Looting,,Last year,,"01,round,0,5m,1.5m,manually excavated ",Deep and narrow hole on top center of the mound. Dangerous RT due to the steepness of the hole. Overall looting minor. other interference in the past ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8742_1.jpg''}}",POINT(461416.902971 4663743.751199)
1000081663136258088,8743,Matilde Jensen,2022-09-14 06:17:43.279 GMT,Matilde Jensen,2022-09-14T06:17:58Z,8743,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,Mound on top of a ridge. We followed a dirt path leading to the mound. located in a Scrubby area which continues to the top of the mound. Geodetic marker on top of the mound.,Scrub,,Pasture,grassland (Some scrub on top of mound,Hilltop,Super prominent,42.120328333333326,26.541013333333332,4663238.206580324,462059.4717761639,1.3,011,,East,67-76,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8743_1.jpg''}}",4.5,25,2,17,,Mound on a hilltop. ,,,No,,,3 - damaged (01 trench is minor damage. the geodetic marker also creates damage ),Looting,,2 - good,Looting,,Other,More than a year ago. Probably 2 years ago based on the vegetation),"01,round,3m,1.5m,manually excavated ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8743_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8743_2.jpg''}}",POINT(462059.471776 4663238.20658)
1000031663136846540,8591,Verka Dolezalkova,2022-09-14 06:27:38.775 GMT,Verka Dolezalkova,2022-09-14T06:27:38Z,8591,14 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,smelly wood coal factory at the south,Annual agriculture,,Pasture,grassland,Upper slope,High,42.07245666666666,26.547208333333334,4657920.230728827,462543.401130292,1.2,022,,North,024,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8591_1.jpg''}}",2.5,30,NA,NA,,,,,No,,,3 - damaged,Looting,construction of geodetic point,4 - minimal,Looting,,Unknown,,"1RT, 1.5m deep, 2.5 m at the foot, 1.3m at the top, 
geodetic point on the top",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8591_1.jpg''}}",POINT(462543.40113 4657920.230729)
1000081663138048643,8744,Matilde Jensen,2022-09-14 06:47:36.186 GMT,Matilde Jensen,2022-09-14T06:57:21Z,8744,14 Sep,Matilde Jensen,Burial Mound?,,Survey,1 of 3 or 4 mound on the ridge of Granitovo. overgrown by scrub which hides it. ,Scrub,,Pasture,grassland,Hilltop,Medium,42.12098833333333,26.541411666666665,4663311.310574426,462092.7920717705,1.2,012,,Northwest,78-81,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8744_1.jpg''}}",1.2,15,1,8,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Other,maybe during g Corona 2020),"01,oval,4.5m,15m, manually excavated ",Covid trench?,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8744_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8744_2.jpg''}}",POINT(462092.792072 4663311.310574)
1000031663138361635,8592,Verka Dolezalkova,2022-09-14 06:52:49.467 GMT,Verka Dolezalkova,2022-09-14T06:53:55Z,8592,14 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,mound Ezygreshka mogila,Annual agriculture,,Pasture,grassland,Lower slope,Super prominent,42.07411666666667,26.54339,4658106.221318153,462228.51806312596,1.3,023,,West,027,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8592_1.jpg''}}",1.7,25,NA,NA,,,Artefact scatter,1 late roman/ late antique sherd ,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8592_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8592_2.jpg''}}",3 - damaged,Construction,"agriculture _ annually ploughed around, becomes smaller every year",3 - impaired,Agriculture,,Last year,,,geodetic point ripped out,,POINT(462228.518063 4658106.221318)
1000081663138986012,8745,Matilde Jensen,2022-09-14 07:03:44.801 GMT,Matilde Jensen,2022-09-14T07:03:44Z,8745,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,pristine mound on the edge of the ridge. legacy map point: 205233. ,Scrub,,Pasture,grassland (Scrub also. Half grass half scrub.,Hilltop (Ridge),High,42.121069999999996,26.541634999999996,4663320.279072802,462111.3016435478,1.5,013,,Southwest,82-82,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8745_1a.jpg''}}",3,16,NA,NA,,round,,none,No,,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,maybe in the last 10 years),"01,round,3m,1m,manually excavated,",North side of the mound,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8745_1.jpg''}}",POINT(462111.301644 4663320.279073)
1000081663139933931,8746,Matilde Jensen,2022-09-14 07:19:00.870 GMT,Matilde Jensen,2022-09-14T07:23:10Z,8746,14 Sep,Matilde Jensen,Uncertain Feature,Adela 27 Dec: Extinct Burial Mound?,Survey,very low disturbed possible mound between 9844 and 9843 in a clearing.,Scrub,,Pasture,grassland,,Low,42.120738333333335,26.54122,4663283.637752669,462076.7996719489,1.2,014,,East,84-86,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8746_1.jpg''}}",0.7,12,NA,10,,Round ,,,No,,,5 - extinct or near extinct,Looting,,4 - minimal,Looting,,Unknown,,"01,square,3m,3m,0.6m,manually excavated ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8746_1.jpg''}}",POINT(462076.799672 4663283.637753)
1000031663141623437,8593,Verka Dolezalkova,2022-09-14 07:47:12.003 GMT,Verka Dolezalkova,2022-09-14T07:47:43Z,8593,14 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,mound in between two fields,Annual agriculture,,Scrub,,Lower slope,Medium,42.05864499999999,26.552848333333333,4656384.259474334,463001.94528155413,1.2,024,,South,030,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8593_1.jpg''}}",1.5,20,NA,NA,,,,couple of white stones around the mound,No,,,2 - minor damage,Animal activity,densely overgrown,3 - impaired,Animal activity,,Last year,,,"RTs not detected, we could not get on the top of the mound",,POINT(463001.945282 4656384.259474)
1000031663143975245,8594,Verka Dolezalkova,2022-09-14 08:26:23.237 GMT,Verka Dolezalkova,2022-09-14T08:26:36Z,8594,14 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,,Annual agriculture,,Scrub,,Upper slope,Medium,42.052323333333334,26.544021666666662,4655686.21889213,462267.86915071844,1.3,025,,South,033,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8594_1.jpg''}}",0.5,15,NA,NA,,,,,No,,,2 - minor damage,Animal activity,"no RTs detected, but we could not check it properly as it was densely overgrown ",3 - impaired,Animal activity,,Last year,,,"no RTs detected, bcs it was densely overgrown ",,POINT(462267.869151 4655686.218892)
1000081663144692167,8747,Matilde Jensen,2022-09-14 08:38:17.353 GMT,Matilde Jensen,2022-09-14T08:38:36Z,8747,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,Low Mound in an area of scrub and treeswith a big geodetic marker and an old geodetic marker laying towards north. 10m the north of the mound there is a s-shaped military trench about 1-1.5m deep. grass and trees and stones covering the surface of the mound. ,Scrub,,Pasture,grassland,Hilltop (Ridge),High,42.112575,26.54622,4662375.043232146,462485.2910805013,1.4,015,,Northeast,90-96,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8747_1.jpg''}}",1.2,14,1,10,,round shape with trees in the periphery of the mound. ,Standing features in vicinity,No surface mat but military trench 10m north of mound edge. ,No,,,2 - minor damage,Other (Geodetic marker on top of the mound ),,2 - good,Other,specify in Annotation) (Geomarker),Other,Geomarker put up in 1958),,,,POINT(462485.291081 4662375.043232)
1000031663145427067,8595,Verka Dolezalkova,2022-09-14 08:50:36.209 GMT,Verka Dolezalkova,2022-09-14T08:51:03Z,8595,14 Sep,Verka Dolezalkova,Other,,Legacy verification,military bunker,Scrub,,Scrub,,Upper slope,Nil,42.050306666666664,26.54286833333333,4655462.817340811,462171.23420728586,1.4,026,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8595_1.jpg''}}",3,5,NA,NA,square,,,,No,,,2 - minor damage,Erosion,,5 - none or nearly none,Animal activity,,Last year,,military structure ,,,POINT(462171.234207 4655462.817341)
1000081663146159815,8748,Matilde Jensen,2022-09-14 09:02:45.005 GMT,Matilde Jensen,2022-09-14T09:11:07Z,8748,14 Sep,Matilde Jensen,Other,Military feature),Survey,We are 20 meter south of the mound 8747. grass on top in a Scrubby area. Military feature from the cold war. Shallow c-shaped form of the valley.,Scrub,,Pasture,grassland,Hilltop (ridge),Medium,42.11253,26.545820000000003,4662370.222529509,462452.1958179343,1.3,016,,Southwest,98-100,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8748_1.jpg''}}",2,14,NA,10,Implacement is 8x4m and 2m deep,Open c-shape open to south east,,,No,,,1 - pristine,Other (military and vegetation ),,1 - full,Other,specify in Annotation) (Military ),Other,Maybe a military structure from the cold war),"01,rect,8m,4m,2m,tank",Look opfore station,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8748_1.jpg''}}",POINT(462452.195818 4662370.22253)
1000031663153161416,8596,Verka Dolezalkova,2022-09-14 10:59:35.459 GMT,Verka Dolezalkova,2022-09-14T11:00:18Z,8596,14 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,flat overgrown spot,Scrub,,Scrub,,Hilltop,Nil,42.03213000000001,26.533143333333335,4653449.007670496,461355.4523497197,1.2,027,,Northeast,043,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8596_1.jpg''}}",0,10,NA,NA,,"not possible to determine the exact shape, no mound around ",,,No,,,0 - No observation,Natural,,No observation,Unknown,,Unknown,,,there was no mound visible at the hilltop ,,POINT(461355.45235 4653449.00767)
1000081663153558511,8749,Matilde Jensen,2022-09-14 11:06:03.696 GMT,Matilde Jensen,2022-09-14T11:09:47Z,8749,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,3m mound in a cluster of two on a lower ridge west of the reservoir. Called Lizoleva mongela other legacy map. Low visibility in the landscape located on the lower part of the ridge.,Pasture,grassland,Scrub,and forest,Lower slope (lower ridge ),Low,42.09623499999999,26.563374999999997,4660553.403144698,463894.25488346146,1.3,017,,East,110-115,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8749_1.jpg''}}",4.5,25,3,NA,,,,none,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Unknown,Last 5 years based on little trees growing inside the RT),"01,roundish pear-shaped crater,5x2.3m,center of mound;2,rect,3m,2
m,1.5m, sw facing",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8749_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8749_2.jpg''}}",POINT(463894.254883 4660553.403145)
1000081663155304920,8750,Matilde Jensen,2022-09-14 11:35:10.094 GMT,Matilde Jensen,2022-09-14T11:46:44Z,8750,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,"Mound on a ridge above reservoir. egg shaped with steep side on the s and n side due to road cut, additional terrace below road cut. great valley and reservoir overview",Scrub,,Pasture,grassland,Hilltop (lower ridge ),High,42.09594333333333,26.564421666666664,4660520.577446357,463980.64181149635,1.1,018,180,Southwest,"116-124,except 123 which refers to previous feature ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8750_1.jpg''}}",4,15,2,12,,Hard to determine duets road cut a long the foot of the mound. Might be oval shaped,,none,No,,,2 - minor damage,Road cut,,2 - good,Unknown,check for an excavation record),Unknown,," (1 old RT 1,5m)",,,POINT(463980.641811 4660520.577446)
1000081663157568946,8751,Matilde Jensen,2022-09-14 12:12:57.336 GMT,Matilde Jensen,2022-09-14T12:22:46Z,8751,14 Sep,Matilde Jensen,Other,Geodetic marker),Legacy verification,"low stony mound, artificial looking mound with a geodetic marker and great view of 360 landscape ",Perennial agriculture,e.g orchard or vineyard (Scrub some,Pasture,grassland (Scrub,Hilltop (upper most ridge),Medium,42.08885166666667,26.563131666666663,4659733.727202741,463869.94285321544,1.2,019,231,North,130-132,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8751_1.jpg''}}",1.2,14,NA,12,,Oval shape obscured by scrub,,none,No,,,2 - minor damage,Other (geodetic marker),,No observation,Infrastructure,,Other,Put up in 1949),,,,POINT(463869.942853 4659733.727203)
1000031663158049373,8597,Verka Dolezalkova,2022-09-14 12:21:08.820 GMT,Verka Dolezalkova,2022-09-14T12:21:08Z,8597,14 Sep,Verka Dolezalkova,Other,,Legacy verification,"attempted and failed, nearest point to the mound",Forest,,Forest,,Upper slope,Nil,42.042654999999996,26.55182166666667,4654609.331309286,462907.6953069571,1.2,028.029,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8597_1.jpg''}}",0,0,NA,NA,,,,,No,,,0 - No observation,No observation,"densely overgrown, attempted and fail",No observation,Unknown,,Unknown,,,,,POINT(462907.695307 4654609.331309)
1000081663160164031,8752,Matilde Jensen,2022-09-14 12:56:09.222 GMT,Matilde Jensen,2022-09-14T12:56:42Z,8752,14 Sep,Matilde Jensen,Other,falsepositive black square),Legacy verification,"False positive rayed  square. we walked to the point located on the map, but found no geodetic point only a slight slope.",Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Hilltop,High,42.072255,26.564653333333332,4657890.344784385,463986.40490049304,1.2,020,241,West,133,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8752_1.jpg''}}",0,0,0,0,,,,none,No,,,0 - No observation,No observation,,No observation,Not available,,Not relevant,,,,,POINT(463986.4049 4657890.344784)
1000031663219544503,8598,Verka Dolezalkova,2022-09-15 05:25:52.242 GMT,Verka Dolezalkova,2022-09-15T05:26:51Z,8598,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,north east from Elhovo,Annual agriculture,,Scrub,,Lower slope,Medium,42.187729999999995,26.587760000000003,4670702.253175293,465959.766292011,1.2,030,,North,045,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8598_1.jpg''}}",3,27,NA,NA,,,,,No,,,2 - minor damage,Animal activity,,3 - impaired,Animal activity,,Last year,,,"densely overgrown, animal burrows, no RTs recorded",,POINT(465959.766292 4670702.253175)
1000031663220386726,8599,Verka Dolezalkova,2022-09-15 05:39:55.426 GMT,Verka Dolezalkova,2022-09-15T05:50:51Z,8599,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,NE from Elhovo0,Annual agriculture,,Scrub,,Lower slope,Medium,42.188365000000005,26.588496666666668,4670772.465336746,466020.93585413956,1.2,031,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8599_1.jpg''}}",4,40,NA,NA,,,,,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8599_1.jpg''}}",3 - damaged,Looting,animal  ,3 - impaired,Animal activity,,Last year,,"1 large RT on the west side, 1/4 of the mound is gone, 5m x 2m, 4m high cut, densely overgrown, impossible to trace it,","old RT, overgrown",,POINT(466020.935854 4670772.465337)
1000061663221055855,9745,Mathias Kaas,2022-09-15 05:50:59.998 GMT,Mathias Kaas,2022-09-15T05:54:27Z,9745,15 Sep,Mathias Kaas,Surface Scatter,,Survey,on the upper slope of the field,Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.13501333333333,26.627516666666665,4664833.906744093,469217.0893292677,1.0,002,,No Observation,114 - 0747 to 114- 0748,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9745_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9745_2.jpg''}}",0,0,NA,NA,found on ploughed field sporadically ,,Artefact scatter,,Yes,Medieval,,0 - No observation,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(469217.089329 4664833.906744)
1000081663221722916,9829,Matilde Jensen,2022-09-15 06:02:06.238 GMT,Matilde Jensen,2022-09-15T06:08:54Z,9829,15 Sep,Matilde Jensen,Other,Military structure. ),Legacy verification,Military structure build on top of mound. located next to a field to the east. Located in a clearing with trees to the north and west. the  military structure is build into the the field facing south with an entrance on the north side. It also has a geodetic marker on top which dates to 1949.,Pasture,grassland,Pasture,grassland (Visible soil and trees,Hilltop (Hilltop of a low rolling hill ),High,42.192811666666664,26.67050166666667,4671236.784434463,472794.24990788003,1.4,009,215,Northwest,DSC_0005 to DSC_0008,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9829_1.jpg''}}",2.5,22,1.8,11,,Military structure is a semi circle about 5m in diameter. the construction makes the shape of the entire dirt mound a triangular shape.,,,No,,,1 - pristine,Other (Military construction and geodetic marker),,5 - none or nearly none,Other,specify in Annotation) (Military activity),Other,Military structure from cold war. Geodetic marker from 1949),,Concrete military structure ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9829_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9829_2.jpg''}}",POINT(472794.249908 4671236.784434)
1000031663222034460,8600,Verka Dolezalkova,2022-09-15 06:07:19.653 GMT,Verka Dolezalkova,2022-09-15T06:08:24Z,8600,15 Sep,Verka Dolezalkova,Surface Scatter,,Survey,surface scatter on the annually ploughed field ,Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.191843333333324,26.591105000000002,4671157.6389699355,466238.16520517145,1.3,032,,No Observation,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8600_1.jpg''}}",0,80,NA,NA,radius of the scatter is 60 meters from GPS point,,Artefact scatter,"loose  scatter, LR/LA",No,,,0 - No observation,Agriculture,,3 - impaired,Agriculture,,Last year,,,,,POINT(466238.165205 4671157.63897)
